date,monetary_gold,foreign_exchange_reserves,gold,silver,platinum,palladium,dual_currency_basket,EUR_978,USD_840,JPY_392,CNY_156,INR_356,BRL_986
2014-02-06,41715,457211,1412.82,21.74,1553.32,799.14,40.4747,47.2159,34.9592,0.34502,5.76789,0.560154,14.5095
2014-02-07,41715,457211,1405.18,21.92,1539.73,793.87,40.2282,46.9497,34.7287,0.342104,5.72986,0.555793,14.4781
2014-02-08,41715,457211,1401.82,22.41,1540.89,794.37,40.1916,47.0205,34.6044,0.33881,5.70813,0.555314,14.5244
2014-02-11,41715,457211,1423.36,22.21,1552.45,800.26,40.4391,47.3758,34.7636,0.340153,5.73609,0.558407,14.5992
2014-02-12,41715,457211,1435.05,22.6,1556.15,806.6,40.5274,47.5319,34.7964,0.340224,5.74113,0.557501,14.4443
2014-02-13,41715,457211,1437.72,22.54,1555.62,806.87,40.4547,47.4154,34.7595,0.339134,5.73409,0.559217,14.4572
2014-02-14,41715,457211,1446.12,22.64,1563.53,813.71,40.5447,47.4913,34.8611,0.341591,5.74754,0.560063,14.3929
2014-02-15,41715,457211,1483.19,22.98,1611.84,831.99,41.1086,48.2618,35.2559,0.346019,5.81435,0.566087,14.728
2014-02-18,41715,457211,1496.28,23.8,1607.99,831.64,40.9571,48.1188,35.0976,0.345024,5.78844,0.566684,14.7123
2014-02-19,41715,457211,1488.69,24.53,1611.05,830.45,41.1201,48.3086,35.2386,0.343909,5.80872,0.56713,14.777
2014-02-20,41715,457211,1508.79,24.45,1622.34,844.35,41.61,48.973,35.5857,0.348163,5.85734,0.572071,14.8826
2014-02-21,41715,457211,1510.73,25.01,1624.86,842.9,41.8107,49.1975,35.767,0.35088,5.87935,0.574663,14.9403
2014-02-22,41715,457211,1515.2,24.77,1627.92,845.51,41.6529,48.9497,35.6828,0.348074,5.85924,0.574048,15.0275
2014-02-25,41715,457211,1521.9,24.82,1631.5,843.72,41.4893,48.7959,35.5112,0.347298,5.82743,0.571747,15.1395
2014-02-26,41715,457211,1524.0,25.21,1638.64,843.9,41.5512,48.8654,35.5669,0.347622,5.81529,0.573798,15.2041
2014-02-27,41715,457211,1541.78,25.0,1655.69,846.83,41.815,49.1823,35.7872,0.349723,5.84386,0.577353,15.2826
2014-02-28,41715,457211,1542.68,25.32,1653.95,849.57,42.033,49.3454,36.0501,0.352155,5.88141,0.581594,15.3339
2014-03-01,44588,448738,1544.66,24.87,1679.9,862.05,42.2143,49.5839,36.1847,0.355414,5.88254,0.583154,15.5841
2014-03-04,44588,448738,1572.22,24.88,1698.25,874.85,42.5762,50.1513,36.3784,0.358885,5.92019,0.587839,15.557
2014-03-05,44588,448738,1564.19,25.06,1693.22,872.3,42.4548,49.952,36.3208,0.356383,5.90909,0.587264,15.4946
2014-03-06,44588,448738,1547.07,24.54,1698.47,891.0,42.1418,49.5446,36.0849,0.353012,5.88411,0.583756,15.4143
2014-03-07,44588,448738,1549.66,24.76,1713.14,898.96,42.1854,49.5925,36.1251,0.351702,5.90617,0.589341,15.5692
2014-03-08,44588,448738,1571.85,24.61,1726.61,904.69,42.5621,50.2625,36.2618,0.352416,5.92697,0.594261,15.6106
2014-03-12,44588,448738,1577.61,24.57,1733.27,909.94,42.7326,50.4707,36.4015,0.35254,5.93177,0.599547,15.4926
2014-03-13,44588,448738,1590.39,24.93,1710.92,896.22,42.8193,50.5593,36.4865,0.354634,5.93778,0.596623,15.4447
2014-03-14,44588,448738,1606.96,24.58,1728.86,908.38,42.9155,50.8096,36.4566,0.35531,5.93843,0.597355,15.4785
2014-03-15,44588,448738,1613.82,25.02,1736.33,914.11,42.9951,50.7635,36.6391,0.360143,5.95758,0.596048,15.4975
2014-03-18,44588,448738,1624.93,25.17,1738.05,913.21,43.0827,50.9442,36.6505,0.360645,5.94368,0.59955,15.6206
2014-03-19,44588,448738,1596.65,24.87,1707.39,899.98,42.8897,50.7621,36.4487,0.358818,5.89451,0.597422,15.5167
2014-03-20,44588,448738,1566.85,24.38,1697.23,894.01,42.6004,50.4146,36.207,0.356596,5.83993,0.593703,15.5242
2014-03-21,44588,448738,1540.52,24.09,1669.38,878.22,42.3427,49.9628,36.1081,0.353084,5.80246,0.590629,15.3887
2014-03-22,44588,448738,1566.52,23.61,1681.8,908.2,42.6024,50.1804,36.4022,0.355699,5.84615,0.59544,15.6468
2014-03-25,44588,448738,1537.19,23.89,1666.25,925.57,42.354,49.9167,36.1663,0.352962,5.81966,0.595085,15.5641
2014-03-26,44588,448738,1518.83,23.34,1655.44,909.74,42.1293,49.7042,35.9316,0.351426,5.80225,0.593862,15.4638
2014-03-27,44588,448738,1498.17,22.79,1620.12,893.54,41.5256,48.9521,35.4494,0.346507,5.71516,0.589154,15.3321
2014-03-28,44588,448738,1481.42,22.91,1608.4,873.98,41.6413,49.0484,35.581,0.348372,5.72797,0.591096,15.4983
2014-03-29,44588,448738,1486.7,22.58,1610.9,877.74,41.7013,49.0519,35.6871,0.349514,5.74847,0.593647,15.7956
2014-04-01,43355,442776,1481.29,22.56,1627.81,889.46,41.6185,48.968,35.6053,0.345766,5.72488,0.594264,15.7309
2014-04-02,43355,442776,1448.66,22.49,1603.49,868.18,40.98,48.2596,35.024,0.339232,5.64375,0.583977,15.4135
2014-04-03,43355,442776,1455.24,22.44,1619.58,882.89,41.2956,48.6826,35.2517,0.339612,5.68063,0.590926,15.5919
2014-04-04,43355,442776,1469.84,22.63,1643.12,894.07,41.531,48.8834,35.5154,0.341642,5.72312,0.590889,15.6456
2014-04-05,43355,442776,1476.38,22.63,1643.59,899.41,41.4151,48.6435,35.501,0.341734,5.71123,0.589326,15.574
2014-04-08,43355,442776,1481.27,22.73,1635.22,892.87,41.3845,48.6159,35.4679,0.343781,5.7093,0.590295,15.8601
2014-04-09,43355,442776,1502.6,22.64,1642.32,885.73,41.5381,48.86,35.5475,0.34618,5.73171,0.591965,16.0174
2014-04-10,43355,442776,1505.38,23.16,1653.94,891.91,41.8431,49.2911,35.7493,0.350346,5.76555,0.594682,16.2364
2014-04-11,43355,442776,1510.76,22.74,1656.52,896.28,41.7089,49.2266,35.5581,0.349483,5.72982,0.590421,16.2641
2014-04-12,43355,442776,1508.69,23.18,1667.61,902.52,41.8679,49.4994,35.6239,0.349974,5.73746,0.591415,16.1428
2014-04-15,43355,442776,1532.54,23.25,1693.95,937.23,42.2144,49.8232,35.989,0.354048,5.7944,0.598023,16.2347
2014-04-16,43355,442776,1516.43,22.82,1675.41,920.38,42.1375,49.6836,35.9635,0.353293,5.77848,0.596261,16.2349
2014-04-17,43355,442776,1506.89,22.93,1669.3,925.71,42.2934,49.886,36.0813,0.352925,5.79638,0.598711,16.1329
2014-04-18,43355,442776,1500.81,22.64,1657.62,920.64,42.1388,49.7289,35.9287,0.352121,5.77734,0.594502,16.0324
2014-04-19,43355,442776,1484.24,22.42,1641.92,915.22,41.6432,49.1041,35.5389,0.34706,5.71218,0.589955,15.8557
2014-04-22,43355,442776,1489.66,22.5,1647.92,918.57,41.8019,49.2978,35.6688,0.347802,5.72312,0.590934,15.9392
2014-04-23,43355,442776,1480.61,22.51,1617.4,899.32,41.7715,49.2185,35.6785,0.348168,5.72073,0.586769,15.9493
2014-04-24,43355,442776,1471.63,22.37,1609.79,898.91,41.7913,49.282,35.6625,0.347944,5.71331,0.583722,15.9222
2014-04-25,43355,442776,1472.48,22.33,1606.13,900.58,41.8185,49.3175,35.683,0.348756,5.71715,0.584297,16.0315
2014-04-26,43355,442776,1495.04,22.02,1631.06,928.73,42.1245,49.6969,35.9289,0.351366,5.74724,0.58953,16.2442
2014-04-29,43355,442776,1507.99,22.77,1653.93,938.15,42.2333,49.8219,36.0245,0.352507,5.76549,0.594807,16.0444
2014-04-30,43355,442776,1480.28,22.5,1622.88,914.74,41.9119,49.5064,35.6983,0.347818,5.70625,0.589762,16.0564
2014-05-01,44303,427975,1483.88,22.2,1632.03,922.25,41.8409,49.3188,35.7227,0.348667,5.70186,0.591729,15.9754
2014-05-06,44303,427975,1476.28,22.09,1641.91,940.21,42.0922,49.7361,35.8381,0.351079,5.74043,0.596755,16.1433
2014-05-07,44303,427975,1499.98,21.98,1659.89,933.12,41.8884,49.507,35.655,0.349645,5.72449,0.593064,15.882
2014-05-08,44303,427975,1496.19,22.41,1657.11,931.27,41.7588,49.412,35.4971,0.349863,5.69923,0.591175,15.9187
2014-05-09,44303,427975,1454.44,22.12,1618.61,904.48,41.2128,48.7642,35.0343,0.344064,5.62204,0.584051,15.8033
2014-05-13,44303,427975,1463.39,21.79,1619.89,908.99,41.1792,48.4759,35.2091,0.345611,5.64619,0.589323,15.9101
2014-05-14,44303,427975,1449.67,21.82,1618.15,904.96,40.7867,48.0073,34.8789,0.340931,5.59235,0.582821,15.7474
2014-05-15,44303,427975,1450.97,21.69,1635.94,917.29,40.5177,47.6173,34.709,0.339801,5.57261,0.584277,15.6735
2014-05-16,44303,427975,1454.52,22.17,1643.9,919.29,40.4906,47.5674,34.7005,0.339984,5.57268,0.585021,15.7551
2014-05-17,44303,427975,1446.65,21.98,1633.67,903.49,40.5936,47.6999,34.7794,0.342401,5.57818,0.590382,15.6763
2014-05-20,44303,427975,1453.08,21.59,1651.89,914.74,40.5454,47.6416,34.7394,0.342581,5.56694,0.594318,15.6802
2014-05-21,44303,427975,1436.71,21.75,1634.17,908.86,40.3602,47.3995,34.6007,0.341011,5.54596,0.589902,15.6862
2014-05-22,44303,427975,1433.41,21.49,1640.88,918.63,40.272,47.3171,34.5078,0.341983,5.53364,0.586867,15.5735
2014-05-23,44303,427975,1426.71,21.28,1627.85,913.67,39.9369,46.8507,34.2802,0.337487,5.49829,0.585936,15.5255
2014-05-24,44303,427975,1425.36,21.58,1637.17,921.19,39.9484,46.835,34.3139,0.337486,5.50105,0.586663,15.486
2014-05-27,44303,427975,1414.97,21.28,1624.78,907.16,39.6344,46.4266,34.0771,0.334237,5.46484,0.581471,15.3342
2014-05-28,44303,427975,1413.08,21.39,1622.35,915.26,39.8884,46.7712,34.2571,0.336415,5.48438,0.581664,15.4034
2014-05-29,44303,427975,1402.99,21.35,1621.16,932.55,40.1265,47.0161,34.4895,0.338647,5.51285,0.585113,15.4122
2014-05-30,44303,427975,1396.91,21.3,1617.47,931.27,40.258,47.1145,34.6481,0.341109,5.54662,0.588553,15.515
2014-05-31,44303,427975,1400.42,21.05,1627.12,928.03,40.3748,47.2677,34.7352,0.341731,5.56288,0.588583,15.6022
2014-06-03,43459,423768,1396.23,21.31,1615.24,935.5,40.5846,47.5463,34.8887,0.34213,5.58407,0.589685,15.5649
2014-06-04,43459,423768,1400.58,21.17,1616.43,938.79,40.6896,47.6296,35.0115,0.342059,5.60103,0.591011,15.3775
2014-06-05,43459,423768,1407.69,21.32,1605.4,941.1,40.8483,47.8253,35.1398,0.342143,5.62102,0.592777,15.4149
2014-06-06,43459,423768,1396.86,21.05,1603.62,935.91,40.5682,47.4908,34.9043,0.340414,5.58496,0.588854,15.3197
2014-06-07,43459,423768,1397.28,20.96,1619.02,937.09,40.356,47.3211,34.6573,0.338831,5.54472,0.585427,15.3263
2014-06-10,43459,423768,1385.2,21.0,1602.64,931.56,39.9752,46.8746,34.3303,0.33524,5.50306,0.581475,15.2824
2014-06-11,43459,423768,1385.07,21.12,1615.45,932.59,39.9296,46.7269,34.3681,0.335872,5.52045,0.579954,15.4165
2014-06-12,43459,423768,1393.17,20.97,1628.77,941.29,39.7919,46.4764,34.3227,0.335527,5.51077,0.578846,15.4461
2014-06-17,43459,423768,1424.41,21.76,1595.83,902.38,40.0748,46.8085,34.5654,0.339109,5.55857,0.574367,15.5434
2014-06-18,43459,423768,1415.17,22.01,1601.5,907.63,40.3907,47.2121,34.8095,0.341454,5.58821,0.577487,15.5761
2014-06-19,43459,423768,1420.76,21.89,1620.05,923.66,40.3799,47.1715,34.8232,0.340586,5.58906,0.577451,15.3962
2014-06-20,43459,423768,1413.85,21.76,1604.65,912.06,39.8796,46.696,34.3025,0.336943,5.50575,0.571851,15.4321
2014-06-21,43459,423768,1449.64,22.07,1617.84,917.37,40.0274,46.8821,34.419,0.337557,5.52436,0.571317,15.4866
2014-06-24,43459,423768,1447.63,22.73,1595.87,897.12,39.8453,46.6478,34.2797,0.336455,5.50581,0.569572,15.3734
2014-06-25,43459,423768,1445.4,22.67,1600.54,903.51,39.4892,46.2212,33.9812,0.333133,5.45585,0.565364,15.3206
2014-06-26,43459,423768,1430.26,23.02,1589.42,899.36,39.4198,46.1576,33.907,0.332731,5.43817,0.562889,15.2418
2014-06-27,43459,423768,1423.13,22.55,1584.26,898.47,39.2731,46.0226,33.7508,0.331622,5.41807,0.561111,15.2871
2014-06-28,43459,423768,1422.11,22.52,1593.76,905.0,39.1181,45.8251,33.6306,0.331712,5.40876,0.559438,15.3082
2014-07-01,46292,431958,1428.66,22.89,1611.46,917.26,39.3961,46.1827,33.8434,0.333679,5.45474,0.563259,15.4275
2014-07-02,46292,431958,1458.91,22.97,1635.25,929.87,39.9002,46.8335,34.2275,0.33725,5.51701,0.569414,15.4554
2014-07-03,46292,431958,1460.95,23.21,1661.63,940.38,39.9152,46.8398,34.2496,0.337418,5.51621,0.571971,15.5461
2014-07-04,46292,431958,1453.94,23.13,1655.68,941.08,39.816,46.6863,34.1949,0.335491,5.50279,0.572587,15.3664
2014-07-05,46292,431958,1458.31,23.17,1655.29,949.03,39.8871,46.687,34.3236,0.336292,5.53241,0.574502,15.5289
2014-07-08,46292,431958,1459.57,23.47,1664.91,960.27,40.1382,46.9448,34.5691,0.338514,5.57467,0.576008,15.6188
2014-07-09,46292,431958,1459.06,23.19,1652.47,960.71,39.9997,46.8122,34.4258,0.338271,5.54986,0.575923,15.4702
2014-07-10,46292,431958,1448.88,23.09,1642.25,954.23,39.6283,46.4146,34.0758,0.33521,5.49814,0.570927,15.4022
2014-07-11,46292,431958,1461.23,22.99,1643.71,949.68,39.3836,46.1649,33.8353,0.333336,5.45854,0.564957,15.2935
2014-07-12,46292,431958,1463.46,23.54,1650.16,949.36,39.5818,46.3328,34.0582,0.336062,5.48759,0.566362,15.3326
2014-07-15,46292,431958,1457.61,23.63,1652.6,961.99,39.88,46.6835,34.3135,0.338097,5.52971,0.571796,15.4503
2014-07-16,46292,431958,1449.88,23.35,1653.22,963.64,39.9607,46.791,34.3723,0.33826,5.53642,0.571419,15.5503
2014-07-17,46292,431958,1434.4,23.14,1637.26,960.69,39.8954,46.6299,34.3853,0.338188,5.54039,0.571778,15.4979
2014-07-18,46292,431958,1457.57,23.16,1669.31,986.82,40.3215,47.0702,34.7998,0.342906,5.61097,0.578695,15.6488
2014-07-19,46292,431958,1481.25,23.49,1683.32,991.45,40.7372,47.5505,35.1627,0.346892,5.66903,0.583178,15.5684
2014-07-22,46292,431958,1481.0,23.62,1683.23,995.04,40.6767,47.5048,35.09,0.346551,5.65275,0.58289,15.7672
2014-07-23,46292,431958,1472.36,23.58,1671.75,980.07,40.5904,47.3758,35.0387,0.345192,5.64685,0.5817,15.7761
2014-07-24,46292,431958,1463.31,23.29,1661.97,977.04,40.2379,46.8718,34.8101,0.343346,5.61272,0.578577,15.7277
2014-07-25,46292,431958,1466.14,23.6,1660.13,981.19,40.5198,47.1702,35.0786,0.345755,5.66506,0.584084,15.8083
2014-07-26,46292,431958,1456.64,23.49,1657.81,986.12,40.5287,47.2206,35.0535,0.344252,5.66055,0.583132,15.802
2014-07-29,46292,431958,1482.99,23.25,1687.54,1005.7,40.8061,47.4799,35.3457,0.346986,5.71161,0.588017,15.8444
2014-07-30,46292,431958,1497.94,23.63,1704.74,1013.91,41.1372,47.8635,35.6339,0.349575,5.76507,0.592713,16.0347
2014-07-31,46292,431958,1490.38,23.71,1703.45,1011.96,41.203,47.8958,35.7271,0.349768,5.78352,0.594164,16.019
2014-08-01,46109,422654,1475.71,23.41,1681.97,1002.8,40.8555,47.4699,35.4438,0.344583,5.74296,0.587645,15.7745
2014-08-02,46109,422654,1475.45,23.77,1678.19,1001.63,41.1709,47.8244,35.7272,0.347051,5.78381,0.587377,15.8057
2014-08-05,46109,422654,1483.01,23.32,1681.93,996.32,41.1535,47.8671,35.6605,0.347484,5.77068,0.583689,15.7972
2014-08-06,46109,422654,1487.9,23.42,1683.85,984.07,41.3113,48.049,35.7987,0.348898,5.79905,0.588166,15.8471
2014-08-07,46109,422654,1495.91,23.45,1689.21,983.34,41.5701,48.2432,36.1102,0.35214,5.85596,0.589795,15.8288
2014-08-08,46109,422654,1517.42,23.05,1708.55,996.46,41.7599,48.4947,36.2496,0.354294,5.88324,0.589041,15.943
2014-08-09,46109,422654,1543.8,23.52,1735.39,1005.38,41.9928,48.7722,36.4461,0.358351,5.91898,0.593053,15.8668
2014-08-12,46109,422654,1516.2,23.33,1703.66,996.7,41.5546,48.2856,36.0475,0.353147,5.85748,0.589421,15.7951
2014-08-13,46109,422654,1521.14,23.03,1706.78,1015.25,41.557,48.2402,36.089,0.352949,5.86146,0.589738,15.8598
2014-08-14,46109,422654,1524.71,23.38,1711.92,1021.33,41.7072,48.411,36.2222,0.35375,5.87899,0.591383,15.8995
2014-08-15,46109,422654,1523.69,23.06,1705.6,1020.81,41.4854,48.1416,36.0395,0.351656,5.85618,0.590279,15.7964
2014-08-16,46109,422654,1520.45,22.99,1689.91,1024.36,41.4562,48.1231,36.0014,0.350993,5.85512,0.591934,15.8834
2014-08-19,46109,422654,1509.07,23.01,1684.27,1042.53,41.5241,48.2398,36.0294,0.351695,5.86349,0.592784,15.9408
2014-08-20,46109,422654,1509.52,22.74,1679.88,1039.04,41.5562,48.2133,36.1094,0.351892,5.88149,0.594736,15.9918
2014-08-21,46109,422654,1507.61,22.9,1667.75,1013.23,41.6098,48.1924,36.224,0.351161,5.89747,0.597805,16.1232
2014-08-22,46109,422654,1495.74,22.68,1663.36,1016.24,41.6583,48.1686,36.3317,0.350067,5.90635,0.597831,16.0596
2014-08-23,46109,422654,1482.77,22.46,1647.14,1020.93,41.3361,47.8548,36.0027,0.346897,5.84982,0.59548,15.863
2014-08-26,46109,422654,1483.25,22.63,1644.38,1025.42,41.3149,47.6641,36.1201,0.346775,5.87128,0.597471,15.8588
2014-08-27,46109,422654,1494.65,22.64,1652.07,1029.35,41.3524,47.7282,36.1358,0.347911,5.87259,0.596941,15.8074
2014-08-28,46109,422654,1493.06,22.65,1651.08,1030.62,41.3048,47.6177,36.1397,0.347815,5.87991,0.597795,15.9797
2014-08-29,46109,422654,1503.41,22.55,1663.32,1047.02,41.5463,47.952,36.3053,0.349796,5.91137,0.600286,16.1587
2014-08-30,46109,422654,1526.67,23.45,1690.83,1062.7,42.1966,48.6315,36.9316,0.355744,6.01002,0.609936,16.4873
2014-09-02,45990,419239,1543.47,23.35,1707.44,1089.93,42.5474,48.9677,37.2945,0.358102,6.07511,0.617127,16.6769
2014-09-03,45990,419239,1534.28,23.4,1702.69,1081.89,42.6001,49.0193,37.348,0.356221,6.07769,0.616456,16.6272
2014-09-04,45990,419239,1521.96,23.04,1686.93,1051.03,42.5847,49.0213,37.3183,0.355395,6.07493,0.616577,16.6392
2014-09-05,45990,419239,1503.93,22.6,1670.78,1043.64,42.0125,48.3786,36.8038,0.350629,5.99664,0.608679,16.4523
2014-09-06,45990,419239,1500.45,22.8,1667.83,1052.93,41.8083,47.7806,36.9219,0.350685,6.01383,0.610936,16.4653
2014-09-09,45990,419239,1511.02,22.81,1681.23,1065.97,41.9881,47.9789,37.0866,0.352819,6.03967,0.615571,16.5285
2014-09-10,45990,419239,1495.16,22.84,1660.63,1048.76,41.8347,47.7118,37.0261,0.348137,6.03562,0.611926,16.3247
2014-09-11,45990,419239,1498.85,22.71,1655.1,1022.94,42.0717,48.0636,37.1693,0.348762,6.06469,0.610383,16.2574
2014-09-12,45990,419239,1498.47,22.84,1654.68,1019.01,42.2685,48.2484,37.3758,0.34965,6.096,0.614734,16.3341
2014-09-13,45990,419239,1497.84,22.64,1651.28,1003.6,42.6091,48.6647,37.6545,0.35114,6.13985,0.619368,16.3865
2014-09-16,45990,419239,1507.98,22.76,1674.38,1031.98,43.0305,49.1958,37.9861,0.353886,6.18445,0.622366,16.2375
2014-09-17,45990,419239,1541.52,23.2,1703.61,1044.07,43.8144,50.0582,38.7058,0.361146,6.29393,0.633924,16.5233
2014-09-18,45990,419239,1525.47,23.13,1685.23,1041.24,43.4664,49.6923,38.3724,0.357668,6.24886,0.629469,16.4209
2014-09-19,45990,419239,1510.72,23.01,1667.6,1025.27,43.3881,49.4592,38.4209,0.353361,6.25391,0.629748,16.2904
2014-09-20,45990,419239,1509.81,22.85,1663.57,1021.36,43.4194,49.5379,38.4134,0.351981,6.25809,0.631566,16.2349
2014-09-23,45990,419239,1505.74,22.88,1650.86,1000.94,43.5467,49.6193,38.5782,0.35427,6.28494,0.634875,16.2922
2014-09-24,45990,419239,1522.89,22.05,1669.59,1014.43,43.628,49.6912,38.6672,0.356068,6.2981,0.634877,16.1194
2014-09-25,45990,419239,1510.47,22.11,1647.44,1015.62,43.3022,49.3145,38.383,0.353614,6.25568,0.629539,15.9087
2014-09-26,45990,419239,1490.6,21.87,1605.74,986.35,43.0456,48.8449,38.3007,0.350402,6.24054,0.627058,16.0731
2014-09-27,45990,419239,1521.72,21.81,1635.95,1002.24,43.5007,49.3386,38.7243,0.355709,6.31306,0.630176,15.9471
2014-09-30,45990,419239,1542.05,22.21,1650.0,995.32,44.1419,49.954,39.3866,0.359449,6.41267,0.64111,16.2748
2014-10-01,45016,409224,1532.12,22.26,1654.94,995.24,44.1527,49.9817,39.3836,0.359815,6.40957,0.639396,16.0966
2014-10-02,45016,409224,1540.97,21.82,1624.49,980.56,44.3382,50.0554,39.6604,0.361058,6.46093,0.642638,16.2603
2014-10-03,45016,409224,1544.21,21.67,1626.22,994.3,44.2279,49.9484,39.5474,0.363203,6.44252,0.641639,15.9112
2014-10-04,45016,409224,1541.16,21.81,1591.57,982.77,44.4248,50.2021,39.698,0.364922,6.46653,0.645024,15.9066
2014-10-07,45016,409224,1533.86,21.81,1564.39,966.66,44.525,50.0775,39.982,0.365583,6.51279,0.649638,16.2641
2014-10-08,45016,409224,1542.85,21.75,1615.04,983.85,44.4487,50.2017,39.7417,0.366283,6.47364,0.647971,16.3627
2014-10-09,45016,409224,1568.25,22.32,1641.52,1020.64,44.7191,50.5091,39.9819,0.369058,6.51373,0.6508,16.6835
2014-10-10,45016,409224,1577.81,22.3,1650.44,1033.45,44.9203,50.9585,39.98,0.371165,6.51968,0.65584,16.8167
2014-10-11,45016,409224,1580.2,22.81,1635.47,1022.65,45.0911,51.0538,40.2125,0.372424,6.55845,0.657819,16.7685
2014-10-14,45016,409224,1592.08,22.38,1638.75,1021.63,45.1647,51.0798,40.3251,0.375239,6.58133,0.658047,16.5981
2014-10-15,45016,409224,1606.7,22.69,1657.52,1029.43,45.4731,51.5141,40.5304,0.378241,6.61818,0.66283,16.9314
2014-10-16,45016,409224,1610.5,23.04,1646.69,1026.72,45.8202,51.7829,40.9416,0.381278,6.68391,0.667454,17.0633
2014-10-17,45016,409224,1625.71,22.28,1642.74,996.91,45.8778,52.1504,40.7457,0.383724,6.65377,0.662909,16.5936
2014-10-18,45016,409224,1633.7,23.04,1660.09,995.0,46.2111,52.5253,41.045,0.386251,6.6998,0.666694,16.6214
2014-10-21,45016,409224,1631.13,22.82,1666.62,991.03,45.9387,52.1198,40.8815,0.381606,6.67704,0.667154,16.7808
2014-10-22,45016,409224,1652.05,22.94,1680.09,1007.0,46.2686,52.6468,41.0501,0.385393,6.70633,0.669768,16.6518
2014-10-23,45016,409224,1642.12,22.87,1676.7,1018.14,45.9944,52.1388,40.9671,0.383354,6.69627,0.669014,16.5123
2014-10-24,45016,409224,1654.98,23.16,1680.99,1020.6,46.4218,52.4424,41.4958,0.387196,6.78102,0.677925,16.679
2014-10-25,45016,409224,1655.75,22.95,1685.66,1057.91,46.8035,52.9065,41.8101,0.386344,6.83339,0.683507,16.7281
2014-10-28,45016,409224,1659.59,23.18,1693.98,1053.34,47.0277,53.2342,41.9497,0.388675,6.858,0.684474,16.9549
2014-10-29,45016,409224,1674.08,23.42,1714.63,1072.66,47.5576,53.8693,42.3934,0.39275,6.93428,0.691403,16.8048
2014-10-30,45016,409224,1683.97,23.56,1741.56,1091.56,47.9116,54.3393,42.6525,0.394766,6.97986,0.695402,17.3286
2014-10-31,45016,409224,1682.21,24.0,1748.13,1100.78,48.4539,54.6378,43.3943,0.397075,7.09567,0.705771,17.6314
2014-11-01,45307,383283,1582.87,22.64,1662.13,1050.97,46.8043,52.7219,41.9627,0.377345,6.8645,0.683487,17.4474
2014-11-06,45307,383283,1634.81,23.01,1712.96,1089.16,49.4501,55.6234,44.3993,0.387919,7.26108,0.722939,17.7811
2014-11-07,45307,383283,1662.66,22.26,1757.82,1104.08,50.2972,56.545,45.1854,0.394391,7.39278,0.735499,18.0345
2014-11-08,45307,383283,1762.49,23.52,1839.46,1160.63,53.0245,59.3153,47.8774,0.415675,7.8194,0.777957,18.6315
2014-11-11,45307,383283,1729.26,22.75,1786.81,1136.12,50.9997,57.2418,45.8926,0.402267,7.49842,0.746768,17.9352
2014-11-12,45307,383283,1700.85,23.15,1766.96,1124.29,50.9458,57.0494,45.952,0.396531,7.50249,0.74549,18.0006
2014-11-13,45307,383283,1733.01,23.2,1790.74,1153.1,51.5217,57.8575,46.3379,0.401629,7.56352,0.753339,18.1184
2014-11-14,45307,383283,1721.64,23.16,1782.44,1147.76,51.2084,57.4235,46.1233,0.398904,7.53021,0.748937,17.9713
2014-11-15,45307,383283,1758.33,23.98,1817.76,1168.67,52.6063,58.9793,47.392,0.407323,7.73154,0.76882,18.3051
2014-11-18,45307,383283,1806.36,23.36,1833.75,1162.65,52.7217,59.3081,47.3329,0.40755,7.7287,0.767332,18.1882
2014-11-19,45307,383283,1815.54,24.47,1821.58,1166.05,52.229,58.6448,46.9797,0.402499,7.67467,0.76062,18.013
2014-11-20,45307,383283,1815.57,24.6,1823.51,1167.29,52.3752,58.909,47.0294,0.400864,7.68429,0.760563,18.2108
2014-11-21,45307,383283,1792.9,24.42,1798.9,1151.72,52.0494,58.5817,46.7047,0.394216,7.62625,0.753484,18.1589
2014-11-22,45307,383283,1756.78,23.85,1790.27,1143.95,51.0329,57.4377,45.7926,0.388979,7.4761,0.740681,17.7967
2014-11-25,45307,383283,1722.09,23.47,1756.65,1136.06,49.622,55.5336,44.7852,0.379745,7.2908,0.724094,17.8051
2014-11-26,45307,383283,1738.46,23.61,1759.79,1149.57,49.8817,55.8779,44.9758,0.381329,7.32911,0.726309,17.6674
2014-11-27,45307,383283,1784.75,24.87,1822.44,1186.6,51.5908,57.9052,46.4244,0.394262,7.56258,0.750415,18.3467
2014-11-28,45307,383283,1833.51,25.45,1871.06,1227.45,53.0443,59.6215,47.6629,0.40616,7.76383,0.770683,19.056
2014-11-29,45307,383283,1878.31,26.04,1925.09,1274.93,54.762,61.4108,49.322,0.417135,8.02832,0.794939,19.4918
2014-12-02,45222,373658,1963.36,26.6,1995.42,1339.16,57.4929,64.4425,51.8068,0.436305,8.42223,0.834248,20.1905
2014-12-03,45222,373658,1953.77,25.67,1989.68,1304.14,56.3809,63.2414,50.7678,0.426997,8.25466,0.819893,19.8265
2014-12-04,45222,373658,2103.79,28.25,2140.07,1416.22,60.1795,67.2652,54.3821,0.455901,8.84219,0.878406,21.1752
2014-12-05,45222,373658,2039.73,27.61,2093.94,1353.61,58.1612,64.8443,52.6932,0.439696,8.5609,0.851057,20.6438
2014-12-06,45222,373658,2056.67,28.04,2110.45,1367.7,58.7824,65.7168,53.1088,0.441708,8.63516,0.858532,20.4935
