date,monetary_gold,foreign_exchange_reserves,gold,silver,platinum,palladium,dual_currency_basket,EUR_978,USD_840,JPY_392,CNY_156,INR_356,BRL_986
2013-03-28,50522,475650,1578.7,28.61,1560.84,752.14,34.8198,39.6559,30.863,0.325782,4.96781,0.568641,15.2923
2013-03-29,50522,475650,1596.97,28.23,1577.54,761.36,34.8961,39.6627,30.9962,0.329152,4.98764,0.570582,15.4095
2013-03-30,50522,475650,1597.22,28.62,1574.98,769.5,35.0069,39.8023,31.0834,0.330428,5.00594,0.572596,15.3711
2013-04-02,50441,477267,1598.55,28.65,1576.29,770.14,35.0277,39.8168,31.1093,0.33313,5.01132,0.57429,15.3679
2013-04-03,50441,477267,1598.48,28.65,1592.73,774.36,35.1199,40.0113,31.1178,0.33496,5.01851,0.573005,15.3911
2013-04-04,50441,477267,1583.04,28.22,1575.47,768.05,35.3443,40.1752,31.3918,0.336047,5.06164,0.57732,15.5267
2013-04-05,50441,477267,1575.89,27.73,1555.24,762.83,35.7627,40.7035,31.7203,0.332969,5.11535,0.57971,15.6713
2013-04-06,50441,477267,1578.57,27.25,1552.39,740.11,35.77,40.8413,31.6207,0.328373,5.09888,0.577033,15.6849
2013-04-09,50441,477267,1603.16,27.41,1563.26,743.01,35.8596,41.0481,31.6144,0.320049,5.09507,0.578436,15.8946
2013-04-10,50441,477267,1577.81,27.36,1549.22,736.48,35.4583,40.6523,31.2086,0.315972,5.03154,0.572372,15.6591
2013-04-11,50441,477267,1576.42,27.16,1535.05,713.7,35.3188,40.593,31.0036,0.312347,5.00615,0.56937,15.6292
2013-04-12,50441,477267,1544.64,27.54,1514.11,712.87,35.1491,40.3651,30.8814,0.309945,4.98344,0.567725,15.6259
2013-04-13,50441,477267,1539.4,27.42,1515.54,717.0,35.2429,40.5132,30.9308,0.311488,4.99569,0.567017,15.6382
2013-04-16,50441,477267,1425.18,27.58,1458.39,677.36,35.6355,40.9283,31.3051,0.319,5.05998,0.573144,15.8925
2013-04-17,50441,477267,1393.4,23.8,1448.01,679.51,35.8018,41.1193,31.4512,0.321472,5.08746,0.578785,15.7028
2013-04-18,50441,477267,1384.7,23.57,1445.95,678.79,35.6971,41.1544,31.232,0.31756,5.05953,0.580305,15.7095
2013-04-19,50441,477267,1424.47,23.77,1458.12,685.21,36.0637,41.3787,31.7151,0.323557,5.13131,0.586705,15.8417
2013-04-20,50441,477267,1430.23,23.78,1455.52,686.79,35.8053,41.1157,31.4605,0.317478,5.09144,0.583905,15.5768
2013-04-23,50441,477267,1446.21,24.01,1451.28,686.06,35.9174,41.2352,31.5664,0.316297,5.10709,0.582836,15.6945
2013-04-24,50441,477267,1441.76,24.01,1440.49,681.59,35.9942,41.3142,31.6414,0.320533,5.12204,0.582554,15.6555
2013-04-25,50441,477267,1446.86,23.37,1451.43,690.67,35.8537,41.0629,31.5917,0.317106,5.11416,0.582658,15.6294
2013-04-26,50441,477267,1456.42,23.07,1454.91,680.64,35.6067,40.8498,31.3169,0.315583,5.0751,0.577803,15.5666
2013-04-27,50441,477267,1467.71,23.39,1482.51,680.53,35.4694,40.6635,31.2196,0.316581,5.06343,0.574894,15.5926
2013-04-30,50441,477267,1479.71,24.14,1500.32,687.35,35.5669,40.8358,31.2559,0.319117,5.06989,0.575866,15.6264
2013-05-01,46868,486350,1469.9,24.22,1510.07,697.65,35.3557,40.6264,31.0433,0.317497,5.03541,0.572279,15.4521
2013-05-07,46868,486350,1468.32,24.23,1500.05,693.56,35.4285,40.7386,31.0839,0.312762,5.03824,0.575321,15.4585
2013-05-08,46868,486350,1461.84,24.23,1488.82,690.45,35.3836,40.645,31.0789,0.313786,5.04798,0.57357,15.4691
2013-05-09,46868,486350,1453.04,23.73,1488.01,685.55,35.4288,40.7404,31.0829,0.314461,5.06096,0.574439,15.4803
2013-05-14,46868,486350,1442.35,23.58,1500.11,710.21,35.5883,40.7345,31.3777,0.308927,5.10489,0.571009,15.5189
2013-05-15,46868,486350,1444.55,23.79,1512.43,726.05,35.5074,40.6768,31.2778,0.308277,5.09211,0.572591,15.575
2013-05-16,46868,486350,1426.99,23.68,1510.6,729.53,35.5337,40.5517,31.4281,0.306631,5.11375,0.573767,15.5462
2013-05-17,46868,486350,1390.86,23.1,1484.8,727.25,35.467,40.4175,31.4166,0.306863,5.10897,0.572721,15.5374
2013-05-18,46868,486350,1389.57,22.47,1485.71,742.85,35.4348,40.3747,31.3931,0.306155,5.11163,0.572032,15.4997
2013-05-21,46868,486350,1364.07,22.69,1463.07,741.61,35.3558,40.2633,31.3406,0.305658,5.10383,0.569505,15.3932
2013-05-22,46868,486350,1382.01,21.71,1471.47,743.75,35.233,40.1903,31.177,0.303766,5.08531,0.566326,15.2911
2013-05-23,46868,486350,1390.79,22.53,1470.86,755.01,35.3271,40.3372,31.228,0.304322,5.09279,0.56287,15.3394
2013-05-24,46868,486350,1402.38,22.89,1475.23,744.7,35.4903,40.4026,31.4711,0.308828,5.13001,0.563645,15.357
2013-05-25,46868,486350,1394.73,22.62,1469.99,742.04,35.4553,40.514,31.3164,0.30802,5.10854,0.56398,15.3189
2013-05-28,46868,486350,1399.14,22.52,1464.31,733.66,35.4354,40.4867,31.3025,0.309726,5.11253,0.563387,15.2613
2013-05-29,46868,486350,1391.19,22.58,1460.8,739.48,35.4916,40.5189,31.3784,0.306984,5.12434,0.562639,15.2559
2013-05-30,46868,486350,1403.05,22.66,1478.55,760.05,35.5911,40.5666,31.5203,0.309888,5.14382,0.560311,15.2081
2013-05-31,46868,486350,1428.21,22.71,1484.83,763.75,35.8084,40.965,31.5893,0.313635,5.15247,0.562137,14.9734
2013-06-01,45039,473393,1441.73,23.19,1503.84,771.86,36.1407,41.4486,31.7979,0.31613,5.18312,0.561255,15.068
2013-06-04,45039,473393,1439.2,23.26,1510.55,771.76,36.4041,41.7274,32.0487,0.31964,5.22587,0.565882,14.9481
2013-06-05,45039,473393,1438.27,22.96,1523.99,768.65,36.2323,41.6076,31.8344,0.31736,5.19516,0.561701,14.9858
2013-06-06,45039,473393,1435.93,23.15,1539.26,776.31,36.42,41.8447,31.9816,0.320553,5.21842,0.566623,15.0438
2013-06-07,45039,473393,1446.07,23.11,1558.18,780.12,36.6421,42.1464,32.1385,0.323797,5.2406,0.565769,15.0963
2013-06-08,45039,473393,1461.51,23.45,1592.11,787.76,36.9548,42.7176,32.2397,0.33333,5.25342,0.56775,15.1332
2013-06-11,45039,473393,1430.8,23.49,1547.46,783.6,36.9677,42.6426,32.3246,0.328419,5.27017,0.559782,15.1205
2013-06-12,45039,473393,1426.37,22.72,1555.0,792.6,37.1562,42.9753,32.3951,0.330057,5.28167,0.55089,15.0899
2013-06-14,45039,473393,1441.66,22.65,1522.52,777.9,37.2506,43.2443,32.3467,0.343858,5.26682,0.553645,15.0038
2013-06-15,45039,473393,1410.78,22.32,1482.61,748.46,36.5915,42.4442,31.8029,0.335067,5.18672,0.551511,14.9964
2013-06-18,45039,473393,1411.64,22.09,1474.79,743.51,36.4247,42.2249,31.679,0.333691,5.17301,0.549696,14.7269
2013-06-19,45039,473393,1413.02,22.42,1463.76,720.6,36.67,42.5216,31.8824,0.335481,5.20359,0.544719,14.6863
2013-06-20,45039,473393,1410.65,22.51,1486.03,732.17,37.0345,43.0409,32.1201,0.338106,5.24153,0.546586,14.7205
2013-06-21,45039,473393,1370.32,22.73,1472.04,716.04,37.4959,43.3526,32.7041,0.33421,5.33901,0.547085,14.6826
2013-06-22,45039,473393,1358.27,21.31,1434.86,710.59,37.5158,43.3489,32.7433,0.333843,5.33948,0.551652,14.4959
2013-06-25,45039,473393,1357.77,21.02,1438.45,708.91,37.4961,43.1018,32.9097,0.334805,5.36093,0.551344,14.6572
2013-06-26,45039,473393,1351.54,20.67,1420.95,704.69,37.3291,42.9698,32.714,0.335356,5.3229,0.548111,14.6792
2013-06-27,45039,473393,1299.5,20.9,1398.89,686.23,37.431,42.9841,32.8876,0.33769,5.35019,0.550006,14.8564
2013-06-28,45039,473393,1302.23,19.73,1398.42,680.71,37.3578,42.8349,32.8766,0.33452,5.34518,0.544901,15.0176
2013-06-29,45039,473393,1265.36,19.57,1393.39,680.4,37.2131,42.718,32.709,0.330711,5.3259,0.549223,14.8765
2013-07-02,38547,475224,1313.39,19.92,1425.88,715.05,37.3296,42.8025,32.8517,0.329638,5.35786,0.556667,14.7178
2013-07-03,38547,475224,1335.49,20.59,1461.81,726.67,37.4948,43.0525,32.9475,0.330317,5.37401,0.554788,14.7992
2013-07-04,38547,475224,1330.8,20.96,1454.7,728.42,37.6543,43.0736,33.2204,0.330699,5.41772,0.550736,14.7613
2013-07-05,38547,475224,1332.13,20.84,1431.82,724.97,37.6312,43.0954,33.1605,0.332453,5.41219,0.552629,14.6307
2013-07-06,38547,475224,1316.82,20.9,1421.77,718.9,37.5515,42.8399,33.2247,0.331253,5.41896,0.549614,14.7724
2013-07-09,38547,475224,1312.87,20.7,1430.18,727.41,37.5569,42.7342,33.321,0.329454,5.429,0.54647,14.7922
2013-07-10,38547,475224,1331.73,20.38,1455.12,746.7,37.3838,42.6389,33.0842,0.32721,5.39859,0.549983,14.6119
2013-07-11,38547,475224,1325.03,20.21,1443.27,739.63,37.0476,42.1033,32.9112,0.327393,5.36494,0.547726,14.5812
2013-07-12,38547,475224,1341.82,20.29,1467.81,758.52,37.1032,42.6234,32.5867,0.328247,5.31117,0.543655,14.339
2013-07-13,38547,475224,1338.1,20.83,1467.19,752.49,37.1525,42.6643,32.6429,0.32931,5.31773,0.543958,14.4835
2013-07-16,38547,475224,1343.8,20.62,1480.94,761.44,37.1155,42.6076,32.622,0.327744,5.31537,0.544517,14.3741
2013-07-17,38547,475224,1345.46,20.74,1477.29,760.62,37.0637,42.5906,32.5417,0.32602,5.30358,0.54784,14.6584
2013-07-18,38547,475224,1339.95,20.82,1480.55,761.66,37.0294,42.6232,32.4526,0.325682,5.29173,0.546478,14.4003
2013-07-19,38547,475224,1333.09,20.66,1466.68,759.38,36.9196,42.4437,32.3998,0.323093,5.27701,0.542892,14.5696
2013-07-20,38547,475224,1340.8,20.32,1479.46,775.7,37.0022,42.592,32.4288,0.324029,5.28328,0.542333,14.5577
2013-07-23,38547,475224,1365.28,20.18,1489.21,776.3,36.9069,42.5088,32.3236,0.323155,5.26649,0.544159,14.3865
2013-07-24,38547,475224,1378.24,20.72,1491.73,764.56,36.9502,42.6209,32.3106,0.324975,5.26446,0.541715,14.4696
2013-07-25,38547,475224,1393.54,20.99,1502.73,766.45,37.0157,42.7229,32.3462,0.323932,5.27017,0.545651,14.6131
2013-07-26,38547,475224,1372.49,21.34,1504.3,774.12,37.242,42.9919,32.5376,0.325685,5.30205,0.551625,14.4432
2013-07-27,38547,475224,1393.22,20.9,1508.9,777.54,37.4544,43.3421,32.6371,0.330352,5.3226,0.553593,14.5474
2013-07-30,38547,475224,1405.71,21.15,1508.44,764.78,37.6933,43.606,32.8556,0.33509,5.35771,0.553125,14.5882
2013-07-31,38547,475224,1398.2,21.25,1518.48,779.33,37.7136,43.609,32.8901,0.334844,5.36351,0.550232,14.4903
2013-08-01,42630,470205,1414.1,20.9,1531.45,782.72,37.8685,43.7786,33.033,0.337605,5.38857,0.540948,14.4932
2013-08-02,42630,470205,1403.36,21.14,1522.36,771.78,37.8129,43.727,32.9741,0.334067,5.38107,0.542025,14.4801
2013-08-03,42630,470205,1368.19,20.98,1517.43,776.81,37.8862,43.7387,33.0978,0.332324,5.39791,0.544327,14.3604
2013-08-06,42630,470205,1385.93,20.57,1536.04,774.89,37.7329,43.6628,32.8811,0.33431,5.36852,0.54103,14.3642
2013-08-07,42630,470205,1368.24,20.93,1528.16,769.9,37.7623,43.6574,32.939,0.334559,5.3799,0.53384,14.2847
2013-08-08,42630,470205,1352.65,20.98,1506.95,763.55,37.886,43.8764,32.9848,0.340278,5.39029,0.537551,14.3518
2013-08-09,42630,470205,1363.79,20.41,1533.5,770.99,37.9043,43.9717,32.9401,0.342217,5.38615,0.53978,14.2431
2013-08-10,42630,470205,1379.25,20.84,1571.0,779.69,37.8646,43.9806,32.8606,0.339978,5.37043,0.541544,14.4005
2013-08-13,42630,470205,1401.94,21.48,1584.09,784.64,37.8138,43.8305,32.891,0.339766,5.37321,0.541728,14.499
2013-08-14,42630,470205,1417.17,22.13,1598.83,787.2,37.9584,43.9665,33.0426,0.338066,5.39594,0.539075,14.4411
2013-08-15,42630,470205,1410.67,22.88,1589.5,784.62,38.0301,43.9845,33.1583,0.338022,5.41944,0.540301,14.33
2013-08-16,42630,470205,1421.19,22.81,1611.64,795.74,37.8831,43.8509,33.0004,0.337445,5.3954,0.538386,14.1943
2013-08-17,42630,470205,1441.19,23.3,1607.73,798.57,37.8903,43.9382,32.9421,0.338093,5.38939,0.534254,14.0724
2013-08-20,42630,470205,1455.68,24.17,1603.61,800.21,37.8457,43.8628,32.9226,0.337235,5.37881,0.525878,13.7602
2013-08-21,42630,470205,1449.05,24.65,1596.79,791.5,37.9636,44.0294,33.0006,0.339652,5.389,0.518755,13.6756
2013-08-22,42630,470205,1441.77,24.25,1601.85,787.68,38.032,44.2144,32.9737,0.338313,5.3839,0.519189,13.7568
2013-08-23,42630,470205,1462.47,24.48,1620.94,800.33,38.1794,44.2765,33.1908,0.337906,5.42121,0.509413,13.5428
2013-08-24,42630,470205,1460.75,24.52,1635.57,800.25,38.0264,44.1022,33.0552,0.334144,5.39968,0.511284,13.5823
2013-08-27,42630,470205,1459.56,24.43,1629.62,796.8,37.9661,44.0891,32.9564,0.334328,5.38477,0.51362,14.0306
2013-08-28,42630,470205,1502.59,24.56,1648.48,795.49,38.1395,44.2714,33.1224,0.337708,5.41083,0.504338,13.9211
2013-08-29,42630,470205,1520.66,25.91,1635.33,796.87,38.2234,44.3879,33.1798,0.34055,5.42003,0.487974,13.9863
2013-08-30,42630,470205,1500.06,26.39,1623.53,788.3,38.0859,44.084,33.1783,0.337951,5.42041,0.48997,14.1528
2013-08-31,42630,470205,1488.75,25.77,1615.15,781.39,38.0919,44.0129,33.2474,0.339276,5.43276,0.498873,14.0891
2013-09-03,45472,464202,1487.36,25.27,1632.49,776.15,38.069,43.9561,33.2522,0.335711,5.43603,0.505122,13.9563
2013-09-04,45472,464202,1492.6,25.72,1633.95,771.38,38.1324,43.954,33.3693,0.334848,5.45223,0.496124,14.0337
2013-09-05,45472,464202,1510.36,26.05,1645.12,770.38,38.2395,44.0742,33.4656,0.335882,5.46886,0.499598,14.1906
2013-09-06,45472,464202,1494.07,25.45,1604.91,743.95,38.1562,43.9814,33.3901,0.334436,5.45581,0.506102,14.1477
2013-09-07,45472,464202,1470.76,25.28,1591.96,738.47,38.1399,43.8919,33.4338,0.335462,5.46322,0.509506,14.3894
2013-09-10,45472,464202,1484.96,24.7,1601.74,745.69,38.084,43.9014,33.3243,0.334716,5.4463,0.510756,14.4474
2013-09-11,45472,464202,1459.37,25.13,1569.91,732.34,37.9203,43.8607,33.06,0.330583,5.40205,0.514232,14.5204
2013-09-12,45472,464202,1446.87,24.71,1570.6,743.97,37.7867,43.6824,32.9629,0.328267,5.3868,0.517877,14.4384
2013-09-13,45472,464202,1407.88,24.07,1534.73,720.62,37.5339,43.4748,32.6731,0.328389,5.34005,0.514861,14.3454
2013-09-14,45472,464202,1377.11,23.86,1507.37,726.32,37.5672,43.4664,32.7406,0.328408,5.35239,0.514304,14.3959
2013-09-17,45472,464202,1364.93,22.55,1508.46,731.91,37.1818,43.1597,32.2907,0.326812,5.27505,0.51447,14.1607
2013-09-18,45472,464202,1368.93,22.74,1499.61,733.7,37.1936,43.1457,32.3237,0.325893,5.28139,0.510764,14.1504
2013-09-19,45472,464202,1347.45,22.78,1477.3,725.69,37.119,43.0761,32.245,0.325165,5.26802,0.510731,14.293
2013-09-20,45472,464202,1384.79,21.81,1498.03,729.21,36.61,42.7465,31.5892,0.319874,5.16062,0.511276,14.4474
2013-09-21,45472,464202,1382.66,23.47,1482.39,738.64,36.7805,42.9501,31.7326,0.319434,5.18413,0.511157,14.4121
2013-09-24,45472,464202,1356.05,23.33,1469.16,737.66,36.9925,43.2038,31.9106,0.322688,5.21551,0.510243,14.4379
2013-09-25,45472,464202,1346.69,22.18,1455.63,729.35,36.8336,42.9653,31.8167,0.320943,5.19898,0.508701,14.4727
2013-09-26,45472,464202,1355.51,22.01,1468.2,738.21,36.9252,43.0251,31.9343,0.323877,5.21691,0.509888,14.509
2013-09-27,45472,464202,1378.34,22.43,1481.27,749.94,37.2699,43.4987,32.1736,0.325232,5.25816,0.517344,14.4121
2013-09-28,45472,464202,1374.25,22.85,1467.32,748.74,37.4322,43.6497,32.3451,0.327628,5.28549,0.522749,14.4012
2013-10-01,43129,479451,1395.03,22.57,1485.11,762.4,37.5826,43.8143,32.4839,0.331943,5.30869,0.516889,14.3951
2013-10-02,43129,479451,1383.35,22.51,1460.97,753.85,37.4733,43.8005,32.2965,0.329691,5.27548,0.518569,14.5709
2013-10-03,43129,479451,1343.43,22.53,1435.07,740.38,37.411,43.6603,32.2979,0.331686,5.27571,0.517056,14.5611
2013-10-04,43129,479451,1351.99,21.83,1431.52,740.55,37.3307,43.6932,32.125,0.328393,5.2479,0.518605,14.6596
2013-10-05,43129,479451,1358.18,22.26,1419.07,725.53,37.3354,43.7337,32.1005,0.330643,5.24389,0.522852,14.5449
2013-10-08,43129,479451,1361.14,22.48,1437.97,723.66,37.4853,43.8314,32.2931,0.333228,5.27536,0.522923,14.6315
2013-10-09,43129,479451,1371.75,22.61,1461.05,736.24,37.4842,43.8225,32.2984,0.332442,5.27803,0.523263,14.6491
2013-10-10,43129,479451,1362.48,23.2,1455.6,738.73,37.5302,43.8471,32.3619,0.332377,5.28798,0.522936,14.6341
2013-10-11,43129,479451,1350.29,22.99,1438.71,730.28,37.454,43.6844,32.3564,0.331181,5.2876,0.521247,14.6575
2013-10-12,43129,479451,1331.63,22.71,1432.35,733.26,37.3391,43.6039,32.2133,0.327504,5.26499,0.525203,14.7835
2013-10-15,43129,479451,1323.7,22.32,1426.4,741.73,37.4412,43.766,32.2663,0.328293,5.279,0.527443,14.8419
2013-10-16,43129,479451,1302.49,22.33,1419.2,733.46,37.4412,43.7645,32.2676,0.327973,5.287,0.524122,14.7894
2013-10-17,43129,479451,1325.62,21.25,1435.29,731.13,37.3654,43.6102,32.2561,0.327789,5.28971,0.52237,14.8113
2013-10-18,43129,479451,1349.65,21.99,1456.4,738.52,37.2254,43.5123,32.0816,0.326298,5.26282,0.521992,14.713
2013-10-19,43129,479451,1348.44,22.24,1466.18,755.62,37.1169,43.559,31.846,0.324976,5.22554,0.516352,14.7949
2013-10-22,43129,479451,1349.76,22.43,1475.91,764.11,37.1827,43.6378,31.9013,0.325407,5.23496,0.519227,14.7078
2013-10-23,43129,479451,1346.8,22.68,1463.08,764.91,37.2115,43.661,31.9346,0.324869,5.24085,0.51783,14.6927
2013-10-24,43129,479451,1360.48,22.51,1465.61,759.34,37.1303,43.7126,31.7448,0.325538,5.21552,0.515798,14.6121
2013-10-25,43129,479451,1360.24,22.93,1466.87,760.41,37.0902,43.7249,31.6618,0.32502,5.20633,0.514684,14.47
2013-10-26,43129,479451,1366.51,23.09,1469.63,754.67,37.1158,43.7625,31.6775,0.326572,5.20814,0.514057,14.3727
2013-10-29,43129,479451,1381.77,22.86,1492.23,758.9,37.2532,43.9036,31.8119,0.325791,5.22758,0.517141,14.5406
2013-10-30,43129,479451,1383.16,23.15,1501.53,763.09,37.384,44.0323,31.9445,0.327552,5.24618,0.519549,14.6501
2013-10-31,43129,479451,1391.06,23.0,1512.17,768.97,37.4601,44.0586,32.0613,0.32634,5.26294,0.521492,14.6734
2013-11-01,44045,480238,1375.44,23.45,1507.7,765.2,37.415,43.9406,32.0758,0.326189,5.26351,0.522514,14.6867
2013-11-02,44045,480238,1360.29,22.97,1506.43,763.56,37.3275,43.6179,32.1808,0.328242,5.27814,0.519674,14.3658
2013-11-06,44045,480238,1363.84,22.73,1508.15,772.8,37.4432,43.6672,32.3509,0.328586,5.30551,0.52405,14.4173
2013-11-07,44045,480238,1374.06,22.54,1523.26,789.8,37.568,43.822,32.4511,0.328969,5.32387,0.522016,14.2186
2013-11-08,44045,480238,1370.02,22.84,1526.18,790.16,37.5137,43.7879,32.3803,0.328301,5.31208,0.516597,14.1677
2013-11-09,44045,480238,1369.79,22.76,1525.71,795.29,37.5351,43.6305,32.5479,0.331631,5.34308,0.519312,14.1157
2013-11-12,44045,480238,1348.08,22.79,1505.86,791.79,37.6095,43.6563,32.6622,0.329955,5.36202,0.516603,14.115
2013-11-13,44045,480238,1351.18,22.57,1510.46,790.04,37.8094,43.9228,32.8076,0.329212,5.38492,0.516249,14.0751
2013-11-14,44045,480238,1346.35,22.26,1515.17,781.86,37.8972,44.1046,32.8184,0.329552,5.38784,0.516744,14.0652
2013-11-15,44045,480238,1348.6,21.75,1523.84,775.58,37.7871,44.0201,32.6874,0.327743,5.36563,0.517288,14.0169
2013-11-16,44045,480238,1346.75,21.83,1516.17,772.27,37.7632,43.9751,32.6807,0.326529,5.36418,0.517796,14.1169
2013-11-19,44045,480238,1343.84,21.61,1502.47,760.13,37.6905,43.9541,32.5658,0.325528,5.34575,0.519888,14.043
2013-11-20,44045,480238,1333.86,21.64,1484.57,751.72,37.7635,44.0624,32.6098,0.326833,5.35306,0.524822,14.4049
2013-11-21,44045,480238,1338.47,21.52,1484.26,755.82,37.9619,44.3421,32.7417,0.327041,5.37454,0.52349,14.4192
2013-11-22,44045,480238,1325.35,21.49,1486.17,762.19,38.1084,44.33,33.018,0.327576,5.41918,0.525262,14.5435
2013-11-23,44045,480238,1313.69,21.13,1476.88,760.66,38.057,44.3533,32.9055,0.325587,5.40107,0.522401,14.2738
2013-11-26,44045,480238,1297.88,21.0,1455.14,751.28,37.9911,44.3685,32.7733,0.321733,5.37937,0.523744,14.3818
2013-11-27,44045,480238,1326.53,20.9,1469.97,765.74,38.231,44.6392,32.9879,0.32494,5.41451,0.529437,14.4443
2013-11-28,44045,480238,1327.18,21.34,1468.57,768.24,38.324,44.8262,33.0041,0.324923,5.41717,0.529761,14.3709
2013-11-29,44045,480238,1322.78,21.28,1449.81,764.85,38.471,44.9949,33.1332,0.324279,5.43836,0.530896,14.2203
2013-11-30,44045,480238,1328.85,21.09,1458.77,770.47,38.5895,45.187,33.1916,0.324755,5.44705,0.531533,14.3185
2013-12-03,40640,474950,1318.85,21.24,1453.67,764.13,38.5212,45.0882,33.1482,0.323413,5.44002,0.534002,14.1883
2013-12-04,40640,474950,1302.97,21.11,1437.65,761.04,38.5541,45.0417,33.246,0.322229,5.45687,0.533216,14.1112
2013-12-05,40640,474950,1297.23,20.5,1446.95,763.58,38.6234,45.1748,33.2632,0.323808,5.4605,0.534048,14.0003
2013-12-06,40640,474950,1313.76,20.28,1457.49,772.93,38.5083,45.1013,33.114,0.324886,5.4361,0.537173,13.8489
2013-12-07,40640,474950,1303.87,20.62,1443.98,778.67,38.3785,45.0116,32.9514,0.322515,5.41732,0.534578,13.9554
2013-12-10,40640,474950,1294.65,20.54,1434.28,772.47,38.2387,44.9127,32.7782,0.317973,5.39683,0.536073,14.0619
2013-12-11,40640,474950,1313.09,20.55,1455.65,777.89,38.3158,45.0758,32.7848,0.317267,5.39996,0.535218,14.1332
2013-12-12,40640,474950,1320.95,21.1,1458.55,774.52,38.2711,45.0418,32.7315,0.319067,5.39118,0.53349,14.1762
2013-12-13,40640,474950,1309.4,21.47,1453.13,772.9,38.3332,45.1549,32.7518,0.31869,5.39337,0.531815,13.9869
2013-12-14,40640,474950,1292.05,20.92,1443.42,765.03,38.4139,45.1944,32.8663,0.31738,5.41276,0.528822,14.0797
2013-12-17,40640,474950,1299.16,20.66,1433.89,756.57,38.4223,45.2135,32.8658,0.319753,5.41232,0.529666,14.1019
2013-12-18,40640,474950,1307.3,20.6,1438.06,758.65,38.4445,45.2644,32.8646,0.319244,5.4132,0.530374,14.1177
2013-12-19,40640,474950,1306.08,21.2,1435.02,750.87,38.5332,45.3688,32.9404,0.319918,5.42577,0.531704,14.2021
2013-12-20,40640,474950,1276.91,21.13,1406.95,737.38,38.4022,45.0628,32.9527,0.317234,5.42681,0.529276,14.1343
2013-12-21,40640,474950,1267.09,20.51,1404.93,740.11,38.3745,44.968,32.9798,0.315793,5.43199,0.530392,13.9905
2013-12-24,40640,474950,1263.58,20.48,1416.4,742.63,38.4117,45.0863,32.9506,0.316817,5.42683,0.531676,13.8001
2013-12-25,40640,474950,1255.16,20.32,1392.06,730.12,38.039,44.652,32.6284,0.313193,5.37403,0.527285,13.8426
2013-12-26,40640,474950,1255.94,20.36,1392.92,730.58,38.0465,44.6438,32.6487,0.312682,5.37781,0.528296,13.8518
2013-12-27,40640,474950,1256.8,20.38,1393.88,731.08,38.0843,44.7005,32.671,0.311806,5.38087,0.527164,13.8613
2013-12-28,40640,474950,1268.53,20.35,1434.01,740.61,38.1386,44.8736,32.6282,0.311472,5.37594,0.526686,13.8466
2013-12-31,40640,474950,1264.3,20.96,1434.24,745.01,38.2375,44.9699,32.7292,0.310568,5.39934,0.527168,13.9958
2014-01-01,39990,469605,1261.58,20.63,1425.9,746.55,38.2374,45.0559,32.6587,0.311228,5.39608,0.527796,13.8261
2014-01-10,39990,469605,1306.85,20.81,1507.25,785.6,38.5153,45.0672,33.1547,0.31606,5.47577,0.534107,13.8427
2014-01-11,39990,469605,1315.55,20.86,1517.06,785.76,38.6065,45.2069,33.2062,0.316295,5.48645,0.536059,13.8903
2014-01-14,39990,469605,1326.8,21.08,1526.99,787.99,38.5947,45.2855,33.1204,0.320159,5.47934,0.539113,14.0323
2014-01-15,39990,469605,1334.47,21.47,1527.09,786.52,38.7175,45.4139,33.2386,0.32141,5.5019,0.540553,14.0853
2014-01-16,39990,469605,1327.66,21.74,1517.48,786.62,38.8154,45.4878,33.3562,0.319672,5.51743,0.542686,14.167
2014-01-17,39990,469605,1328.65,21.57,1522.76,792.52,38.8424,45.4926,33.4013,0.318867,5.51805,0.542339,14.1525
2014-01-18,39990,469605,1334.0,21.5,1542.53,798.68,38.8717,45.5175,33.4343,0.320298,5.5266,0.545065,14.1455
2014-01-21,39990,469605,1357.19,21.64,1585.69,809.07,38.9977,45.5424,33.6429,0.322838,5.55971,0.546062,14.3583
2014-01-22,39990,469605,1356.57,22.06,1582.98,811.06,39.2197,45.8242,33.8161,0.323398,5.58962,0.549632,14.4291
2014-01-23,39990,469605,1349.7,21.81,1577.83,810.15,39.2885,45.9125,33.8688,0.324787,5.59722,0.547375,14.3475
2014-01-24,39990,469605,1361.46,21.74,1588.78,817.37,39.4656,46.105,34.0334,0.326397,5.62275,0.549325,14.3419
2014-01-25,39990,469605,1387.04,22.15,1597.15,818.4,39.9473,46.8985,34.26,0.330903,5.6644,0.551491,14.2994
2014-01-28,39990,469605,1417.23,22.53,1594.66,816.86,40.4634,47.4962,34.7093,0.338248,5.73888,0.553291,14.4676
2014-01-29,39990,469605,1395.42,22.08,1580.77,804.86,40.362,47.3739,34.625,0.337213,5.72342,0.550346,14.299
2014-01-30,39990,469605,1394.32,21.91,1561.29,796.76,40.2605,47.2238,34.5633,0.334511,5.70907,0.555993,14.2453
2014-01-31,39990,469605,1420.96,22.3,1583.0,810.77,41.0274,48.0951,35.2448,0.344103,5.8202,0.562118,14.4731
2014-02-01,41715,457211,1409.87,21.95,1564.26,798.53,40.7874,47.6408,35.18,0.343169,5.80432,0.562925,14.5866
2014-02-04,41715,457211,1412.06,21.87,1570.09,802.04,40.7699,47.5351,35.2347,0.344931,5.81335,0.561599,14.6038
2014-02-05,41715,457211,1428.11,21.96,1573.99,801.24,41.0767,47.9535,35.4502,0.351044,5.8489,0.566071,14.5276
